Value0_mean,Value1_mean,Value2_mean,l2_norm_mean,Value0_rms,Value1_rms,Value2_rms,l2_norm_rms,Value0_max,Value1_max,Value2_max,l2_norm_max,Value0_std,Value1_std,Value2_std,l2_norm_std,Value0_min,Value1_min,Value2_min,l2_norm_min,Value0_kurt,Value1_kurt,Value2_kurt,l2_norm_kurt,Value0_skew,Value1_skew,Value2_skew,l2_norm_skew,Value0_energy,Value1_energy,Value2_energy,l2_norm_energy,Value0_median,Value1_median,Value2_median,l2_norm_median,Value0_negtiveCount,Value1_negtiveCount,Value2_negtiveCount,l2_norm_negtiveCount,Value0_positaveCount,Value1_positaveCount,Value2_positaveCount,l2_norm_positaveCount,Value0_avgAbsoluteDiff,Value1_avgAbsoluteDiff,Value2_avgAbsoluteDiff,l2_norm_avgAbsoluteDiff,Value0_meadianAbsDiff,Value1_meadianAbsDiff,Value2_meadianAbsDiff,l2_norm_meadianAbsDiff,Value0_ValuesAboveMean,Value1_ValuesAboveMean,Value2_ValuesAboveMean,l2_norm_ValuesAboveMean,Value0_numberPeaks,Value1_numberPeaks,Value2_numberPeaks,l2_norm_numberPeaks,Class
0.000255545,0.001852652,-0.001865767,0.163469238,0.08587461,0.044639757,0.152952745,0.18100193,0.21766731,0.090535005,0.386745998,0.409655181,0.08587423,0.044601296,0.152941365,0.077714264,-0.16633269,-0.113464995,-0.377254002,0.042761836,-0.600072484,-0.331692109,-0.248983493,0.676773941,0.218710216,-0.239566135,0.185421929,0.951566592,1.253656278,0.338760341,3.977072161,5.56948878,-0.01033269,0.006535005,-0.011254002,0.152041514,94,84,89,0,76,86,81,170,0.070721107,0.036502145,0.123877093,0.060502637,0.068,0.032,0.104,0.047518592,76,86,81,75,33,37,31,43,1
0.00324378,0.001029122,0.003381292,0.113494185,0.07870026,0.036777434,0.089965321,0.125060264,0.19766731,0.090535005,0.334745998,0.337334547,0.078633383,0.036763032,0.089901756,0.052527511,-0.17833269,-0.085464995,-0.185254002,0.010949939,-0.42868125,-0.701342932,0.638936894,1.785534782,-0.046238172,0.073279535,0.548338934,1.071885353,1.052934265,0.22993854,1.375939022,2.658811826,0.00166731,-0.001464995,-0.009254002,0.106200539,85,91,88,0,85,79,82,170,0.064870588,0.030528997,0.071763599,0.040457971,0.056,0.028,0.06,0.031898593,85,79,82,70,47,38,37,52,3
-0.004591514,-0.002735583,-0.092901061,0.5670491,0.237527219,0.13473612,0.675594997,0.728698567,1.04966731,0.510535005,1.782745998,4.011604728,0.237482837,0.134708346,0.669177101,0.457664637,-1.42633269,-0.869464995,-3.897254002,0.028553557,10.58962568,11.66265321,5.438853189,18.04004149,-1.070628819,-1.617984312,-1.037270616,3.182083889,9.591260552,3.086149734,77.59286203,90.27027231,0.01566731,0.006535005,-0.107254002,0.486429987,78,82,98,0,92,88,72,170,0.135036125,0.081813702,0.495146021,0.29719373,0.06,0.048,0.428,0.201714175,93,93,81,64,47,41,36,39,1
-0.005697396,0.003052652,-0.039983414,0.231186984,0.078491425,0.048209507,0.2654241,0.280953757,0.20166731,0.090535005,0.434745998,0.8091775,0.078284376,0.048112763,0.262395274,0.159648338,-0.35833269,-0.165464995,-0.761254002,0.031495393,2.774474654,0.575108213,-0.304816867,0.54686644,-1.097710371,-0.614548512,-0.5594436,1.025892224,1.047353643,0.395106623,11.97649203,13.41895229,0.00966731,0.006535005,0.016745998,0.181150593,72,81,75,0,98,89,95,170,0.05792,0.037293287,0.213313772,0.130024536,0.04,0.032,0.16,0.095753925,102,89,101,69,40,32,33,38,1
-0.001909161,0.005217358,0.02267541,0.283306842,0.09046433,0.067356662,0.307892731,0.327900364,0.25366731,0.206535005,1.038745998,1.043016417,0.090444182,0.067154293,0.307056607,0.165093555,-0.28233269,-0.185464995,-0.713254002,0.030291771,0.231556011,0.351402136,0.135629017,3.6217621,0.040431021,-0.3089926,0.177696778,1.468989211,1.391245138,0.771276387,16.11564877,18.27817029,-0.00633269,0.006535005,0.062745998,0.257006139,89,81,73,0,81,89,97,170,0.07164346,0.052250242,0.25094699,0.12340293,0.058,0.036,0.228,0.096019272,81,89,92,75,51,38,36,41,1
-0.002215043,-0.001747348,-0.002642237,0.125455631,0.047462663,0.029019415,0.127527326,0.139133209,0.10966731,0.074535005,0.270745998,0.302543111,0.047410947,0.028966761,0.127499951,0.060157579,-0.12233269,-0.085464995,-0.297254002,0.016091395,-0.509789884,-0.246285501,-0.898240503,0.022842854,-0.163935208,0.082960196,-0.244489028,0.490336545,0.382959738,0.143161495,2.764747217,3.290868451,-0.00233269,-0.001464995,0.016745998,0.122001816,86,98,77,0,84,72,93,170,0.039036678,0.023044983,0.108954187,0.048945345,0.036,0.02,0.102,0.042005446,84,95,93,80,40,40,34,45,1
-0.001697396,-0.001323819,-0.003606943,0.133757522,0.06306622,0.029747816,0.131557693,0.148894954,0.15366731,0.078535005,0.306745998,0.365663593,0.063043374,0.029718346,0.131508238,0.065411257,-0.16633269,-0.057464995,-0.361254002,0.020150023,-0.419305861,-0.617103227,-0.487915124,0.444931046,0.080584125,0.404437164,-0.165523485,0.783452125,0.676149184,0.150438536,2.94226253,3.768850251,-0.00233269,-0.005464995,-0.007254002,0.126557762,88,103,87,0,82,67,83,170,0.051810657,0.024594602,0.108348789,0.052307557,0.044,0.02,0.102,0.044984803,82,67,84,77,39,39,33,42,1
0.006984957,0.008205593,0.120087175,0.640917457,0.244285646,0.149796646,0.723300687,0.777996398,0.68166731,0.710535005,1.422745998,3.674654854,0.244185764,0.149571733,0.713262192,0.441025179,-1.36633269,-0.817464995,-3.661254002,0.086676262,6.90573511,7.729403008,4.433343791,13.74035725,-1.580657009,-0.699750865,-1.546968221,2.819438348,10.14483108,3.814635952,88.93786022,102.8973273,0.02166731,0.010535005,0.290745998,0.556185147,77,78,61,0,93,92,109,170,0.160848166,0.09790173,0.54014782,0.294720788,0.11,0.068,0.408,0.235474896,91,90,98,71,46,43,44,48,1
-0.002050338,0.000252652,0.101193057,0.363004523,0.138058409,0.084957197,0.3900647,0.422407765,0.42566731,0.318535005,0.942745998,1.200469121,0.138043183,0.084956821,0.376710015,0.216000083,-0.53433269,-0.437464995,-1.117254002,0.022790918,2.91260501,5.164255277,0.10415583,1.028408848,-0.443562483,-0.652326937,-0.49393688,0.918712521,3.240221107,1.227013299,25.86557993,30.33281434,-0.00233269,-0.003464995,0.126745998,0.34411884,87,94,71,0,83,76,99,170,0.096288997,0.059687751,0.310389481,0.173412343,0.064,0.046,0.272,0.156800526,83,76,87,78,46,41,42,45,1
-0.004497396,-0.000547348,0.010769527,0.17673883,0.095897553,0.040837395,0.165420906,0.195520101,0.20166731,0.090535005,0.402745998,0.418659025,0.095792035,0.040833726,0.165069966,0.083615165,-0.21033269,-0.113464995,-0.349254002,0.019496455,-0.76455941,-0.224187724,-0.51048034,0.077025059,0.01298629,-0.09060317,0.315046986,0.644138098,1.563377906,0.283507777,4.651892969,6.498778652,-0.00233269,-0.001464995,-0.011254002,0.169040958,86,89,86,0,84,81,84,170,0.080543114,0.032913772,0.135318754,0.067807625,0.07,0.028,0.122,0.054375077,86,81,81,81,30,36,35,42,1
-0.000873867,0.002864417,-0.006618708,0.11726078,0.068875678,0.035089162,0.102822137,0.128637087,0.19766731,0.090535005,0.242745998,0.307828539,0.068870134,0.034972052,0.102608892,0.052890544,-0.18633269,-0.101464995,-0.305254002,0.015239948,0.108465309,0.039913218,-0.284218695,0.31448666,-0.168433073,-0.113635408,-0.026136899,0.658644647,0.806456031,0.209312383,1.797306628,2.813075042,0.00966731,-0.001464995,-0.009254002,0.112645799,81,89,89,0,89,81,81,170,0.053719585,0.027921384,0.084328304,0.041818961,0.046,0.022,0.074,0.035871718,89,81,82,74,45,41,32,46,1
-0.002309161,0.002487946,-0.020971649,0.117208215,0.064713413,0.037394865,0.141317543,0.159865098,0.17366731,0.102535005,0.218745998,1.362517783,0.064672201,0.037312009,0.139752774,0.108715611,-0.16633269,-0.085464995,-1.357254002,0.009465152,-0.205943403,-0.169771789,46.74143629,98.41177626,0.068129903,-0.046629577,-5.136099267,8.857592474,0.711930384,0.237723902,3.395010157,4.344664444,-0.00233269,0.006535005,-0.009254002,0.097621089,89,83,90,0,81,87,80,170,0.05150699,0.030024637,0.084813841,0.050133462,0.044,0.024,0.064,0.032794941,81,87,95,73,42,41,32,49,1
-0.003697396,0.005099711,0.044228351,0.819796519,0.307205616,0.190554716,0.932451984,1.000076544,0.72166731,0.722535005,1.806745998,3.987328495,0.307183365,0.190486464,0.931402467,0.572788583,-1.34633269,-0.941464995,-3.945254002,0.109237497,2.501219708,5.118403447,2.633406001,9.691359088,-0.862521387,-1.206395769,-1.079058988,2.359933709,16.04379941,6.172886987,147.8093394,170.0260258,0.01366731,0.034535005,0.188745998,0.727042715,81,71,75,0,89,99,95,170,0.221069619,0.136118754,0.718519308,0.407482811,0.166,0.096,0.568,0.33917721,93,99,93,71,63,54,46,50,1
-0.006050338,-0.000382642,-0.093442237,0.237730697,0.107470641,0.047256107,0.252591146,0.278541496,0.23766731,0.106535005,0.534745998,0.740406036,0.107300196,0.047254558,0.23467176,0.145153301,-0.39833269,-0.145464995,-0.717254002,0.017031728,0.722985929,0.275899677,0.145457658,0.963660682,-0.537302708,-0.374079551,-0.003191826,1.064107191,1.963489566,0.379633738,10.84638876,13.18951207,0.00566731,-0.001464995,-0.085254002,0.206132308,83,89,109,0,87,81,61,170,0.082050657,0.037086228,0.18654782,0.113969041,0.064,0.032,0.152,0.08545693,91,81,88,71,42,39,36,46,1
0.006255545,-0.001488525,0.000298939,0.153987567,0.056381139,0.038774808,0.159830889,0.17386268,0.18966731,0.102535005,0.282745998,0.42404567,0.056033035,0.038746226,0.159830609,0.080722122,-0.11833269,-0.109464995,-0.409254002,0.011099893,-0.171819986,-0.069774873,-0.501331848,0.675601552,0.360254517,-0.269079389,-0.542653626,0.840929681,0.540401589,0.255592576,4.342805216,5.138799381,0.00566731,-0.001464995,0.036745998,0.138897344,84,89,72,0,86,81,98,170,0.044878893,0.030240554,0.13303308,0.064288405,0.036,0.028,0.106,0.050457972,77,104,98,75,44,36,38,42,1
0.002514368,-0.001864995,-0.012454002,0.114738351,0.060034146,0.031547172,0.109928388,0.129164907,0.15366731,0.078535005,0.258745998,0.321415759,0.059981469,0.031491997,0.10922064,0.059318496,-0.18233269,-0.057464995,-0.273254002,0.020987536,0.278808884,-0.449591944,-0.390922342,0.551663686,-0.214544009,0.335587125,-0.048331929,0.820621434,0.612696772,0.169188095,2.054322568,2.836207435,0.00966731,-0.001464995,-0.009254002,0.10493223,79,101,92,0,91,69,78,170,0.046434325,0.025595294,0.087745882,0.047390078,0.036,0.02,0.08,0.036915986,91,89,87,76,37,37,30,44,1
0.000514368,0.001240887,0.002604822,0.126753662,0.070595242,0.032855572,0.116753689,0.140337453,0.15766731,0.074535005,0.338745998,0.342075519,0.070593368,0.03283213,0.116724628,0.060233794,-0.15433269,-0.069464995,-0.265254002,0.025615146,-0.573728734,-0.653009894,-0.327288277,0.14999188,0.083973937,-0.016114496,0.046370987,0.678359263,0.847227001,0.18351306,2.317342078,3.34808214,-0.00233269,0.004535005,-0.001254002,0.119618345,88,84,85,0,82,86,85,170,0.057629896,0.026909343,0.095952941,0.048874733,0.048,0.022,0.086,0.044152582,82,86,85,75,39,40,35,43,1
-0.006544455,0.003335005,0.085781292,0.740158225,0.32024514,0.191016938,1.015215094,1.081529522,1.51366731,0.678535005,2.006745998,6.510763442,0.320178263,0.190987822,1.011584528,0.788588556,-1.88233269,-1.337464995,-6.505254002,0.040676288,11.96905919,14.82516508,11.042505,16.74178387,-0.699730208,-1.601189755,-2.433595555,3.19166235,17.43468146,6.202869984,175.2124869,198.8500383,-0.00433269,-0.001464995,0.178745998,0.497645009,88,87,59,0,82,83,111,170,0.177678062,0.106230588,0.632547543,0.534816122,0.094,0.048,0.35,0.32181795,88,83,98,64,49,41,34,44,1
0.000749662,-0.000312054,0.08225188,0.312617866,0.107797642,0.072622091,0.344191804,0.367916156,0.28166731,0.206535005,0.726745998,1.368223169,0.107795036,0.072621421,0.334219429,0.193990639,-0.55033269,-0.321464995,-1.325254002,0.030844768,4.350274014,3.868030927,1.530472115,5.1731353,-1.188796576,-0.71595505,-0.959010614,1.687692269,1.975456386,0.896574578,20.13955971,23.01159067,0.00966731,-0.001464995,0.144745998,0.277120277,76,95,62,0,94,75,108,170,0.07301481,0.048347405,0.264540623,0.140070005,0.042,0.03,0.21,0.095940099,94,75,93,68,46,42,38,43,1
-0.000920926,-0.004241466,-0.019889296,0.134097787,0.067033852,0.034634547,0.126969859,0.147697104,0.14166731,0.102535005,0.262745998,0.294591137,0.067027526,0.034373853,0.125402397,0.061904911,-0.23033269,-0.101464995,-0.273254002,0.016801889,0.230895995,0.292539778,-0.842615092,-0.407101046,-0.371130308,0.155157756,0.181208434,0.332491548,0.763901354,0.203923811,2.740628685,3.70845385,0.00166731,-0.001464995,-0.039254002,0.126234999,85,109,98,0,85,61,72,170,0.0528,0.026371211,0.105100623,0.050616984,0.044,0.02,0.098,0.042311748,85,87,78,83,39,39,33,42,1
-0.001485632,-0.000782642,0.001522469,0.143833252,0.079137603,0.034801705,0.135234775,0.160506583,0.26166731,0.090535005,0.326745998,0.34176087,0.079123657,0.034792904,0.135226205,0.071234534,-0.19833269,-0.097464995,-0.333254002,0.019764552,0.096792221,-0.14132814,-0.606719977,-0.35045337,0.109674934,-0.074029385,0.185762934,0.439982287,1.064669231,0.205896977,3.109035551,4.379601758,0.00166731,-0.001464995,0.000745998,0.137571326,85,88,85,0,85,82,85,170,0.063152941,0.027671142,0.111670588,0.058122862,0.056,0.02,0.102,0.050121955,85,82,85,79,39,34,31,39,1
0.002184957,0.002087946,-0.000195178,0.113325814,0.06453736,0.035804957,0.101521365,0.125513558,0.16966731,0.106535005,0.246745998,0.261138458,0.064500362,0.035744027,0.101521177,0.053952878,-0.17833269,-0.085464995,-0.221254002,0.01266733,-0.248303553,-0.262837418,-0.34377863,-0.223739338,-0.136995446,0.21280882,0.218514554,0.560388768,0.708062033,0.217939142,1.752119888,2.678121063,0.00766731,-0.001464995,0.006745998,0.10301393,82,89,80,0,88,81,90,170,0.051793495,0.028378962,0.08137301,0.044171497,0.042,0.02,0.076,0.035883973,88,81,90,76,51,42,39,52,1
-0.000544455,0.003852652,0.014110704,0.371068365,0.154262778,0.101537016,0.392543474,0.433816953,0.46166731,0.338535005,0.982745998,1.098636973,0.154261817,0.101463898,0.392289774,0.224734105,-0.49833269,-0.313464995,-0.905254002,0.06178332,1.203302187,1.289090492,-0.408325602,0.078734994,-0.572200085,-0.435589948,-0.175174774,0.869398603,4.04549077,1.752660145,26.19536442,31.99351534,0.02566731,0.010535005,0.052745998,0.321773427,70,69,75,0,100,101,95,170,0.113802076,0.074340208,0.318186021,0.182415677,0.076,0.052,0.26,0.146263816,100,101,91,69,50,39,44,47,1
-0.003579749,0.000276181,-0.060665767,0.191006521,0.070063253,0.035935365,0.198577266,0.213619148,0.16566731,0.070535005,0.410745998,0.415800421,0.069971743,0.035934304,0.189083567,0.095653799,-0.16633269,-0.109464995,-0.413254002,0.02012884,-0.34789989,-0.18953912,-0.736783786,-0.581922505,0.138246001,-0.353618459,0.21513778,0.53215837,0.834506106,0.219529579,6.703598168,7.757633853,-0.01433269,-0.001464995,-0.099254002,0.169164581,92,92,101,0,78,78,69,170,0.056670727,0.029131626,0.160455363,0.078857509,0.052,0.028,0.148,0.057792797,81,78,77,70,47,34,30,38,1
-0.000450338,-0.000500289,-0.018218708,0.160233756,0.06504768,0.034911345,0.160967597,0.177089158,0.14166731,0.082535005,0.334745998,0.409542718,0.065046122,0.03490776,0.159933254,0.075403668,-0.23033269,-0.081464995,-0.389254002,0.022002715,0.248459929,-0.393322488,-0.899765844,-0.02647818,-0.383215459,0.077538741,0.082655902,0.496806648,0.719304124,0.207196337,4.404796412,5.331296873,0.00566731,-0.001464995,-0.013254002,0.152377763,80,96,95,0,90,74,75,170,0.052359862,0.028383668,0.136928997,0.061540251,0.044,0.024,0.128,0.054904772,90,74,86,80,48,38,34,41,1
0.000208486,-7.68E-05,0.007710704,0.117408993,0.051669402,0.029678411,0.118184231,0.132355762,0.13366731,0.074535005,0.326745998,0.326892261,0.051668981,0.029678312,0.117932428,0.061099722,-0.14633269,-0.081464995,-0.261254002,0.015385898,0.002831264,0.262105169,-0.406243146,0.363667407,-0.028713441,0.306986695,0.313375216,0.898750096,0.453853601,0.149737378,2.374477131,2.97806811,-0.00233269,-0.001464995,-0.013254002,0.103868773,87,99,93,0,83,71,77,170,0.041000969,0.022793356,0.09750173,0.048868069,0.036,0.016,0.08,0.038902276,83,71,75,72,43,41,39,45,1
-0.003320926,0.001358534,0.002981292,0.116955361,0.072680964,0.031212221,0.104625201,0.13116081,0.15766731,0.110535005,0.262745998,0.312514723,0.072605055,0.031182641,0.104582717,0.059368353,-0.25033269,-0.085464995,-0.265254002,0.019989001,0.333732698,0.192362546,-0.136893051,0.374461487,-0.309427857,0.239189848,0.083071316,0.841687067,0.89802883,0.16561446,1.860893566,2.924536856,0.00166731,-0.001464995,0.006745998,0.105918546,85,87,79,0,85,83,91,170,0.057257855,0.024819377,0.082629758,0.047280591,0.042,0.02,0.074,0.040583404,92,83,87,70,38,42,33,39,1
0.003290839,0.003170299,0.030487175,0.597848089,0.247297308,0.136720411,0.626507923,0.687284953,0.92166731,0.490535005,1.442745998,2.331127029,0.247275411,0.136683649,0.625765699,0.339025469,-1.07833269,-0.485464995,-2.317254002,0.046915948,2.69372498,1.351021871,0.152218834,3.116584514,-0.407190891,0.136739695,-0.263665958,1.201317861,10.39651294,3.177720023,66.72707014,80.3013031,-0.00433269,-0.001464995,0.062745998,0.541886349,87,88,75,0,83,82,95,170,0.184202907,0.102822422,0.504327197,0.263572722,0.142,0.076,0.492,0.224162405,83,82,92,73,55,45,49,54,1
0.001384957,-0.000194407,0.080604822,0.136910739,0.04268355,0.037431976,0.152369326,0.162602121,0.19766731,0.062535005,0.354745998,0.371786729,0.042661075,0.037431471,0.129303032,0.087720574,-0.14233269,-0.101464995,-0.177254002,0.020104527,2.773621712,-0.816458033,-0.810566296,-0.403411535,0.125724872,-0.226860469,0.206340768,0.784592779,0.309720525,0.238195978,3.946789947,4.49470645,-0.00233269,-0.001464995,0.050745998,0.106822268,86,87,50,0,84,83,120,170,0.031949619,0.031700484,0.108571626,0.07409536,0.024,0.032,0.092,0.05339274,84,83,75,70,35,34,37,42,1
0.001620251,-0.000500289,0.003404822,0.149169895,0.080110435,0.0403348,0.140761814,0.166908556,0.19766731,0.114535005,0.358745998,0.378278261,0.080094049,0.040331697,0.140720629,0.074878625,-0.24633269,-0.089464995,-0.333254002,0.020716126,-0.327667732,-0.438840859,-0.166861089,0.559078518,-0.12267885,0.330060562,0.286033572,0.809531186,1.09100591,0.276572337,3.368360989,4.735939237,0.00566731,-0.001464995,-0.009254002,0.139949128,84,97,87,0,86,73,83,170,0.066071142,0.032630311,0.11377218,0.057877944,0.056,0.028,0.098,0.047435861,86,73,81,74,38,34,30,42,1
0.000373192,-0.00127676,-0.008665767,0.096504485,0.064687983,0.029529556,0.080214544,0.107195629,0.15366731,0.062535005,0.178745998,0.223867018,0.064686906,0.029501942,0.079745078,0.046666768,-0.17833269,-0.077464995,-0.201254002,0.008989778,-0.284839973,-0.613030357,-0.538849722,-0.177292113,-0.121624249,-0.062041204,-0.228599424,0.563278862,0.71137097,0.148239096,1.093843413,1.95345348,-0.00233269,-0.001464995,-0.009254002,0.087740431,87,94,87,0,83,76,83,170,0.050863668,0.024019931,0.065677509,0.037767125,0.044,0.02,0.06,0.032605873,83,76,84,74,32,36,37,43,3
0.001149662,0.000652652,0.007310704,0.096425918,0.044615161,0.028179056,0.095489072,0.109099654,0.11366731,0.074535005,0.262745998,0.268513298,0.044600346,0.028171497,0.095208804,0.051037015,-0.12233269,-0.053464995,-0.241254002,0.016570399,-0.367682981,-0.104220251,-0.093772153,0.670765603,-0.029153249,0.532804848,-0.118420662,0.955632827,0.33838714,0.134990059,1.550087675,2.023464874,0.00766731,-0.001464995,0.006745998,0.086902205,82,105,77,0,88,65,93,170,0.036677093,0.022192388,0.075260346,0.039946194,0.03,0.016,0.064,0.029906809,88,65,83,69,40,42,33,46,1
0.000302604,0.003170299,-0.076571649,0.246323809,0.06362773,0.037857319,0.308318359,0.317083388,0.14166731,0.126535005,0.614745998,0.698326733,0.06362701,0.03772434,0.298658657,0.199665861,-0.13033269,-0.081464995,-0.697254002,0.028199016,-0.879809942,0.091569859,-0.168406777,-0.741519755,0.083238374,0.177832438,-0.219127252,0.874679625,0.688242955,0.243640023,16.16023581,17.09211879,-0.00233269,0.002535005,-0.041254002,0.13949254,90,85,101,0,80,85,69,170,0.053519723,0.030470588,0.222554464,0.17364155,0.048,0.024,0.128,0.07471877,80,85,98,59,39,35,34,43,1
-0.001320926,0.002111475,-0.07014812,0.256636633,0.097190008,0.052537909,0.275168153,0.29651921,0.40966731,0.138535005,0.462745998,0.800240941,0.097181031,0.052495462,0.266076593,0.148530402,-0.39033269,-0.129464995,-0.797254002,0.020588111,3.081889703,-0.396310165,-0.397913207,1.317088054,0.041039964,-0.127752142,-0.275886452,1.097355198,1.6058026,0.469239422,12.87197707,14.94701909,-0.00633269,0.000535005,-0.049254002,0.224214952,93,85,99,0,77,85,71,170,0.069530519,0.042258824,0.219618547,0.117429772,0.048,0.038,0.194,0.09434541,77,85,89,67,42,34,39,44,1
-0.000238573,0.004935005,0.006393057,0.189024733,0.064522143,0.037921981,0.207711549,0.220783313,0.16966731,0.094535005,0.466745998,0.623511766,0.064521702,0.037599499,0.207613142,0.114082959,-0.18233269,-0.089464995,-0.621254002,0.019024217,0.111943723,-0.476259041,-0.100099772,0.929994506,-0.111766902,-0.137613564,-0.377695855,0.995058453,0.70772817,0.244473026,7.334494924,8.28669612,0.00566731,0.006535005,0.016745998,0.158367607,84,80,76,0,86,90,94,170,0.051198893,0.030729412,0.166743253,0.091853341,0.042,0.028,0.136,0.064972026,86,90,94,75,51,42,30,40,1
-0.000873867,-6.17E-06,0.024769527,0.231275979,0.095788739,0.049672233,0.258620275,0.280227158,0.25366731,0.138535005,0.690745998,0.749803711,0.095784753,0.049672232,0.257431383,0.158236157,-0.30233269,-0.217464995,-0.685254002,0.020008713,1.428942973,1.822281041,0.165928282,0.580144133,-0.598247768,-0.477566362,-0.212531104,1.009868564,1.559832031,0.419446218,11.37035592,13.34963417,0.00766731,0.006535005,0.020745998,0.183062444,81,84,77,0,89,86,93,170,0.069766644,0.037206367,0.202047336,0.129143649,0.054,0.026,0.158,0.096219052,89,86,84,73,52,43,37,42,1
0.003761427,-0.003817936,-0.046430473,0.499238163,0.216840789,0.12743554,0.561321177,0.615094471,0.68566731,0.302535005,1.518745998,2.289367009,0.216808163,0.127378335,0.5593976,0.359308314,-0.85433269,-0.657464995,-2.105254002,0.057726973,2.172065777,3.439007146,1.229207869,4.449640851,-0.232828532,-0.661576281,-0.446295923,1.776198573,7.993387711,2.760768852,53.5638488,64.31800536,0.00966731,-0.001464995,-0.029254002,0.384338093,79,88,90,0,91,82,80,170,0.153711003,0.094228374,0.422286505,0.271744656,0.102,0.076,0.322,0.199926891,91,89,87,64,55,48,47,49,1
-0.001085632,-0.000617936,-0.008359884,0.04813065,0.020259491,0.016258018,0.051423101,0.057611678,0.04566731,0.042535005,0.114745998,0.162201118,0.020230382,0.016246271,0.050739015,0.031663007,-0.05033269,-0.037464995,-0.157254002,0.008931579,-0.293700353,-0.289291425,0.746103061,1.883387137,-0.184662679,0.20796729,-0.445438313,1.423517277,0.069775985,0.044934937,0.449536997,0.564247919,-0.00233269,-0.001464995,-0.009254002,0.040471177,88,99,100,0,82,71,70,170,0.016255779,0.013080692,0.036920692,0.024001444,0.012,0.012,0.028,0.016737427,82,71,78,63,35,42,33,39,3
-0.000238573,-0.00125323,0.014016586,0.108437942,0.023618558,0.020431143,0.118837817,0.122872677,0.13766731,0.070535005,0.242745998,0.243441684,0.023617353,0.020392671,0.118008314,0.05778328,-0.07033269,-0.049464995,-0.237254002,0.007865694,6.536424094,0.117419188,-1.10111228,-0.863391256,0.788153094,0.197511113,0.023718057,0.260392082,0.09483217,0.070963376,2.400812551,2.566608097,-0.00233269,-0.001464995,0.004745998,0.106502519,90,97,83,0,80,73,87,170,0.016852595,0.016194602,0.102500484,0.048754678,0.012,0.014,0.098,0.042683074,80,73,83,84,37,38,24,31,1
-0.004709161,-0.001323819,0.087263645,0.366140727,0.119151753,0.071389838,0.406571656,0.429644225,0.24966731,0.186535005,0.994745998,1.168654441,0.119058658,0.071377563,0.397096421,0.224800197,-0.47033269,-0.241464995,-1.117254002,0.037019694,2.228107677,1.705222464,0.017394374,0.983368204,-0.774292558,-0.372891,-0.308749101,1.071671245,2.413513859,0.866406536,28.10108689,31.38100728,-0.00233269,-0.001464995,0.126745998,0.310142557,88,92,71,0,82,78,99,170,0.087805952,0.050082215,0.323310727,0.177839491,0.064,0.036,0.3,0.135703477,89,78,90,68,48,40,36,42,1
0.001879074,0.016464417,-0.010477531,1.089571999,0.375728317,0.2843237,1.265087042,1.349984058,0.90566731,1.342535005,3.930745998,4.842776526,0.375723619,0.283846594,1.265043653,0.797050698,-1.65433269,-1.121464995,-4.817254002,0.165347009,4.302481468,4.363743766,1.635913444,5.173735628,-1.116999516,0.424898463,-0.693652358,1.928802496,23.99920063,13.74279425,272.0756879,309.8176828,-0.00233269,0.014535005,0.188745998,0.932042703,86,78,72,0,84,92,98,170,0.26444955,0.194563875,0.972798893,0.569749944,0.194,0.142,0.778,0.418152272,84,84,98,66,58,52,47,53,1
0.002749662,0.016087946,-0.001818708,0.89631409,0.370661715,0.238339029,0.992012986,1.085488537,0.79366731,1.050535005,3.118745998,3.228946967,0.370651516,0.237795439,0.992011319,0.612296021,-2.03433269,-0.769464995,-2.809254002,0.094156217,5.549494092,2.652422209,0.211671712,1.587462638,-1.436249001,0.435626468,0.150002698,1.232242316,23.35631816,9.656933765,167.2952601,200.308512,0.02166731,0.010535005,0.088745998,0.73392344,81,82,82,0,89,88,88,170,0.268749066,0.172760692,0.781761107,0.484985397,0.208,0.13,0.616,0.365967584,89,82,88,73,57,49,46,52,1
-0.003979749,-0.000829701,-0.017136355,0.09806997,0.042925335,0.025784676,0.104120714,0.115535956,0.10566731,0.094535005,0.310745998,0.313594949,0.042740449,0.025771323,0.102700869,0.061080587,-0.19433269,-0.053464995,-0.285254002,0.011879039,2.455005474,1.083247734,0.481698811,1.184643905,-0.753646121,0.675021845,0.225543232,1.172985971,0.313239352,0.113024417,1.842990939,2.269254708,-0.00233269,-0.001464995,-0.025254002,0.081714441,89,108,99,0,81,62,71,170,0.032257439,0.019018962,0.079699654,0.047999338,0.024,0.016,0.056,0.035245379,91,62,81,65,33,32,31,37,1
-0.001415043,0.000158534,-0.000783414,0.022893963,0.014202992,0.010808542,0.017500704,0.024996484,0.02566731,0.038535005,0.058745998,0.06439448,0.014132326,0.010807379,0.01748316,0.010034474,-0.04633269,-0.021464995,-0.041254002,0.005932301,-0.049037926,0.021315055,0.159417634,1.514024616,-0.45396147,0.280509245,0.266823003,0.989347301,0.034293246,0.019860179,0.052066688,0.106220113,-0.00233269,-0.001464995,-0.005254002,0.020734886,88,107,89,0,82,63,81,170,0.01153827,0.008631972,0.014280969,0.007693235,0.012,0.008,0.012,0.005926366,82,63,81,70,35,36,39,50,3
