Value0_mean,Value1_mean,Value2_mean,l2_norm_mean,Value0_rms,Value1_rms,Value2_rms,l2_norm_rms,Value0_max,Value1_max,Value2_max,l2_norm_max,Value0_std,Value1_std,Value2_std,l2_norm_std,Value0_min,Value1_min,Value2_min,l2_norm_min,Value0_kurt,Value1_kurt,Value2_kurt,l2_norm_kurt,Value0_skew,Value1_skew,Value2_skew,l2_norm_skew,Value0_energy,Value1_energy,Value2_energy,l2_norm_energy,Value0_median,Value1_median,Value2_median,l2_norm_median,Value0_negtiveCount,Value1_negtiveCount,Value2_negtiveCount,l2_norm_negtiveCount,Value0_positaveCount,Value1_positaveCount,Value2_positaveCount,l2_norm_positaveCount,Value0_avgAbsoluteDiff,Value1_avgAbsoluteDiff,Value2_avgAbsoluteDiff,l2_norm_avgAbsoluteDiff,Value0_meadianAbsDiff,Value1_meadianAbsDiff,Value2_meadianAbsDiff,l2_norm_meadianAbsDiff,Value0_ValuesAboveMean,Value1_ValuesAboveMean,Value2_ValuesAboveMean,l2_norm_ValuesAboveMean,Value0_numberPeaks,Value1_numberPeaks,Value2_numberPeaks,l2_norm_numberPeaks,Class
0.000295468,-0.002751977,-0.000983799,0.023309092,0.008710386,0.012082311,0.025329324,0.02938414,0.025095468,0.026824494,0.048145612,0.223755108,0.008705374,0.011764729,0.025310211,0.017891728,-0.018904532,-0.037175506,-0.219854388,0.005196559,-0.307345029,0.032448497,30.64445836,89.86193711,-0.246246315,0.155866777,-3.802780046,8.297851118,0.012898041,0.02481698,0.109067689,0.14678271,-0.002904532,-0.001175506,0.004145612,0.021071751,90,123,84,0,80,47,86,170,0.007341176,0.009167336,0.017425052,0.008513937,0.008,0.012,0.012,0.006020717,80,101,86,70,43,50,25,45,3
-0.003022179,0.001012729,0.039416201,0.542659958,0.270110373,0.170204865,0.765037346,0.828982177,1.305095468,0.714824494,2.376145612,4.116177458,0.270093466,0.170201852,0.764021271,0.62668303,-1.730904532,-1.189175506,-4.103854388,0.023156909,17.3799735,19.19078133,6.922116063,7.833959668,-1.204472897,-1.825583912,-1.619934605,2.467718424,12.40313435,4.924848332,99.49796382,116.8259465,-0.002904532,0.008824494,0.086145612,0.305509782,94,82,70,0,76,88,100,170,0.11353218,0.075005121,0.488597093,0.44518578,0.036,0.03,0.328,0.185131862,87,88,97,49,53,42,42,48,1
0.003166056,0.004495082,-0.000207329,0.542008427,0.172846876,0.127880103,0.619891158,0.656120729,0.457095468,0.338824494,1.456145612,2.349335324,0.172817877,0.127801076,0.619891123,0.369758403,-0.530904532,-0.641175506,-2.343854388,0.085929729,0.182036602,3.264378748,0.972541159,4.512237579,-0.160075243,-0.810673559,-0.467518568,1.666836614,5.078927218,2.780064532,65.32505813,73.18404988,0.011095468,0.016824494,0.062145612,0.455792023,80,80,78,0,90,90,92,170,0.134419377,0.095521384,0.485229066,0.278584,0.11,0.068,0.394,0.195159641,90,89,92,68,54,48,43,49,1
0.010413115,0.008495082,-0.062889682,0.254795374,0.074368654,0.04778788,0.299451448,0.312226757,0.265095468,0.142824494,0.584145612,0.71348345,0.073636022,0.047026748,0.292773048,0.180457377,-0.186904532,-0.213175506,-0.707854388,0.012074798,0.853551313,2.970765376,-0.364660134,-0.633361992,0.353087169,-0.617960502,-0.142279251,0.724703278,0.94021845,0.388225844,15.24409884,16.57254313,0.009095468,0.008824494,-0.039854388,0.186955472,78,75,99,0,92,95,71,170,0.057363599,0.035694118,0.227520554,0.15446875,0.048,0.03,0.15,0.113241811,79,85,92,75,38,38,34,40,1
0.000977821,0.003953905,0.008780906,0.093098547,0.041721781,0.03064261,0.101387989,0.113838486,0.141095468,0.102824494,0.436145612,0.436599054,0.041710321,0.030386448,0.101007029,0.0655123,-0.142904532,-0.085175506,-0.247854388,0.015466871,0.865900316,0.575500493,2.359863217,5.910660104,0.281273035,0.414084773,0.89143573,2.110328234,0.29592019,0.159624826,1.747519122,2.203064138,-0.002904532,-0.001175506,0.000145612,0.073132079,89,92,85,0,81,78,85,170,0.032394464,0.023575363,0.074067266,0.046562888,0.024,0.018,0.056,0.027684574,81,78,76,60,34,38,32,44,1
-0.000528062,-0.0014108,-0.001454388,0.027477082,0.016543581,0.017126682,0.01790767,0.02979426,0.045095468,0.042824494,0.048145612,0.059405569,0.016535151,0.017068476,0.017848513,0.011519892,-0.050904532,-0.037175506,-0.039854388,0.0064963,0.377508653,-0.363380376,0.072291794,-0.255789602,0.341722994,0.36357552,0.385915458,0.540290562,0.04652731,0.049864949,0.054516391,0.150908651,-0.002904532,-0.001175506,-0.007854388,0.026494147,93,103,101,0,77,67,69,170,0.01332955,0.013862976,0.014428235,0.009420473,0.012,0.012,0.012,0.007578493,77,95,69,80,36,34,35,45,3
-0.000104532,-0.000257859,-0.000466152,0.023705552,0.014934574,0.015069281,0.013898226,0.025363072,0.041095468,0.038824494,0.036145612,0.048872133,0.014934209,0.015067075,0.013890406,0.00901844,-0.038904532,-0.025175506,-0.027854388,0.004967336,-0.256268036,-0.750548608,-0.816278901,-0.398125878,0.079833636,0.398528363,0.348537269,0.158045741,0.037917058,0.038604151,0.032837317,0.109358525,-0.002904532,-0.001175506,-0.007854388,0.024179802,91,101,99,0,79,69,71,170,0.012315294,0.012478616,0.012134533,0.007533338,0.012,0.012,0.008,0.006210432,79,69,71,88,33,35,36,47,3
-0.001163356,-0.001057859,-0.000630858,0.023961804,0.013863768,0.015955063,0.014535385,0.025652398,0.029095468,0.026824494,0.036145612,0.047904149,0.013814871,0.015919955,0.014521689,0.009158466,-0.038904532,-0.037175506,-0.035854388,0.007239356,-0.537892762,-0.697024722,-0.746421402,-0.614147146,0.028832467,-0.076007195,0.189697893,0.151353611,0.032674689,0.043275888,0.035917163,0.11186774,-0.002904532,-0.001175506,-0.003854388,0.024136445,95,97,99,0,75,73,71,170,0.011451903,0.013122491,0.012507405,0.007592558,0.012,0.012,0.012,0.006380265,75,73,71,90,37,24,30,46,3
-0.003375121,0.002236258,0.011580906,0.171291846,0.04041046,0.041025051,0.246225456,0.252869601,0.173095468,0.202824494,1.168145612,1.180638872,0.040269267,0.040964057,0.245952958,0.186016501,-0.146904532,-0.085175506,-0.331854388,0.007076615,3.326141991,7.177020459,4.203456517,7.235030462,0.118377523,1.88411603,1.869184363,2.358265631,0.277610898,0.286119321,10.30658575,10.87031596,-0.002904532,-0.001175506,-0.011854388,0.120488564,96,97,103,0,74,73,67,170,0.027183391,0.027234602,0.162073356,0.127352242,0.016,0.016,0.1,0.083159493,99,73,50,63,50,46,45,54,1
-0.007069238,0.003083317,-0.023383799,0.699985369,0.293449374,0.222701551,0.784444977,0.866638586,0.593095468,1.166824494,1.848145612,2.858720181,0.293364212,0.222680206,0.784096371,0.510962739,-1.590904532,-0.813175506,-2.587854388,0.021791937,6.563423789,4.760272822,0.854259537,3.032724637,-1.844594499,0.324642378,-0.437691653,1.565570302,14.63913099,8.431316775,104.6101667,127.6806145,0.025095468,0.002824494,-0.013854388,0.583191987,77,85,86,0,93,85,84,170,0.204703668,0.156729412,0.589829758,0.380119991,0.154,0.112,0.476,0.273806552,96,85,86,64,53,48,47,54,1
-0.006057473,0.002048023,-0.017148505,0.587199909,0.193184152,0.122059642,0.632669765,0.67267355,0.397095468,0.298824494,1.564145612,1.601814476,0.19308916,0.122042459,0.632437317,0.328155408,-0.610904532,-0.313175506,-1.207854388,0.059138947,0.629784706,0.185940181,-0.77447029,-0.394167223,-0.637813785,-0.168285477,0.358789094,0.481705278,6.344419831,2.532754554,68.0460754,76.92324979,0.025095468,-0.001175506,-0.051854388,0.570662167,72,86,90,0,98,84,80,170,0.148566367,0.094508512,0.525750865,0.274593193,0.128,0.078,0.51,0.24774914,99,84,81,81,55,45,45,51,1
-0.005163356,-0.004281389,-0.02536027,0.273897794,0.078064259,0.050161401,0.29936518,0.313416186,0.169095468,0.102824494,0.548145612,0.692087728,0.077893314,0.049978354,0.298289067,0.152347313,-0.250904532,-0.181175506,-0.663854388,0.043002942,0.87054265,0.756356563,-1.069481298,-0.8321016,-0.661284783,-0.48143209,-0.305853783,0.352414835,1.035984853,0.427748243,15.23531685,16.69904995,0.005095468,-0.005175506,0.052145612,0.266186241,82,94,72,0,88,76,98,170,0.059048304,0.039775225,0.258571626,0.128305743,0.044,0.032,0.22,0.129072014,97,84,100,81,39,35,36,42,1
0.001613115,-0.002681389,-0.025454388,0.150024035,0.051495106,0.028962122,0.164545152,0.174830368,0.177095468,0.074824494,0.336145612,0.74825822,0.051469834,0.02883773,0.162564391,0.08976885,-0.150904532,-0.085175506,-0.731854388,0.01074269,0.520858431,-0.182565677,0.742763764,9.874208252,-0.190605898,0.124053613,-0.385964111,1.90229634,0.450796811,0.142596768,4.602768195,5.196161773,0.009095468,-0.005175506,-0.007854388,0.135637018,75,100,91,0,95,70,79,170,0.039844983,0.02332346,0.135538824,0.068273672,0.032,0.016,0.124,0.058090592,95,84,88,74,33,37,28,38,1
0.021142527,0.005012729,0.172851495,0.790126797,0.319967266,0.191674995,0.896369599,0.970874252,1.701095468,0.810824494,3.044145612,3.832461083,0.319267983,0.191609437,0.879545803,0.564177684,-1.618904532,-0.981175506,-3.779854388,0.095375396,10.62345971,5.617671149,3.157260274,7.43502877,-0.322117855,-0.211639749,-0.993137499,2.181175291,17.40443872,6.245681643,136.591338,160.2414583,0.041095468,0.012824494,0.268145612,0.665589304,69,80,64,0,101,90,106,170,0.190632526,0.13467128,0.669422837,0.40268306,0.116,0.096,0.606,0.320311176,90,90,95,69,49,44,40,45,1
0.008036644,0.001248023,-0.004254388,0.377047986,0.124895941,0.087507253,0.4432657,0.468765396,0.389095468,0.254824494,1.528145612,1.61946552,0.124637106,0.087498353,0.443245283,0.278524349,-0.518904532,-0.237175506,-1.079854388,0.016864637,1.92769714,0.653674495,0.804889315,2.532229982,-0.137246592,0.183664826,0.130253904,1.512651274,2.651829312,1.301778291,33.40236177,37.35596937,0.009095468,-0.001175506,0.012145612,0.318824626,76,90,81,0,94,80,89,170,0.089510035,0.066283737,0.338117647,0.205889245,0.064,0.048,0.268,0.139472323,91,80,90,63,46,38,42,43,1
-0.001728062,-0.001340212,-0.001948505,0.038047331,0.017204712,0.016081545,0.039135055,0.045674618,0.041095468,0.050824494,0.072145612,0.144742552,0.017117708,0.016025602,0.039086517,0.02526997,-0.050904532,-0.045175506,-0.143854388,0.004967336,0.282532071,0.177715969,2.700166665,5.819459273,-0.26895734,0.3155863,-1.06500642,2.140393008,0.050320359,0.043964737,0.260363929,0.354649025,-0.002904532,-0.001175506,-0.003854388,0.030875769,88,106,88,0,82,64,82,170,0.01373564,0.01251737,0.028137855,0.017763055,0.012,0.012,0.024,0.011293387,82,97,82,63,28,40,32,46,3
-0.000175121,-0.004093153,0.053816201,0.076332695,0.015373538,0.017686321,0.095742447,0.098568594,0.057095468,0.042824494,0.240145612,0.240891424,0.015372541,0.017206163,0.079186064,0.062362549,-0.038904532,-0.049175506,-0.067854388,0.008456331,0.750111918,0.292553156,-0.762852669,-0.323624712,0.193184448,0.005113039,0.648108957,1.003894876,0.040178766,0.053177011,1.558324739,1.651680516,0.005095468,-0.001175506,0.026145612,0.048735582,84,114,58,0,86,56,112,170,0.01234436,0.013420623,0.066891073,0.052655633,0.008,0.012,0.048,0.025297542,86,88,66,60,40,39,32,40,1
0.001730762,0.000353905,-0.003877917,0.075947056,0.046484446,0.020792482,0.068242319,0.085147784,0.093095468,0.046824494,0.180145612,0.193810382,0.046452214,0.02078947,0.068132048,0.038499219,-0.098904532,-0.049175506,-0.171854388,0.011785097,-0.863318423,-0.479227973,-0.040767909,0.384525603,-0.082913266,0.070726493,-0.02329839,0.797889342,0.367336629,0.073495645,0.791692407,1.232524682,0.009095468,-0.001175506,-0.007854388,0.070154007,81,95,91,0,89,75,79,170,0.03891128,0.016956401,0.053951834,0.029946758,0.032,0.012,0.044,0.02385442,89,75,81,72,38,39,33,45,3
-0.002128062,-0.000540212,0.001910318,0.078850161,0.043117035,0.028016487,0.07069982,0.087421203,0.133095468,0.062824494,0.176145612,0.201874827,0.043064487,0.028011278,0.070674007,0.037750746,-0.118904532,-0.081175506,-0.175854388,0.013685663,0.596194028,-0.24758648,-0.519397721,0.102879715,-0.317368805,-0.108081986,-0.076873002,0.711605142,0.316043376,0.133436999,0.849738972,1.299219347,0.005095468,-0.001175506,0.008145612,0.071857108,81,93,82,0,89,77,88,170,0.032645813,0.022530381,0.058031834,0.030513971,0.024,0.018,0.048,0.023566517,89,77,88,75,37,36,29,44,3
0.000483703,0.001742141,-0.060748505,0.15432181,0.035950959,0.027644466,0.180004131,0.185629134,0.105095468,0.074824494,0.264145612,0.497596192,0.035947705,0.027589517,0.16944352,0.103164695,-0.086904532,-0.065175506,-0.495854388,0.013084525,-0.036232838,-0.283721533,-0.528231042,0.622353795,0.231883471,0.053897466,-0.311635403,1.028827348,0.219720151,0.129916806,5.508252847,5.857889804,0.001095468,-0.001175506,-0.043854388,0.130832527,85,86,104,0,85,84,66,170,0.028611765,0.022010796,0.138708927,0.081311087,0.024,0.016,0.118,0.061538422,85,84,92,70,29,34,24,31,1
